:START_ID(Point),:END_ID(Point),distance:double
"36.02962 -93.57105","36.029732 -93.570229",0.07482
"36.03007 -93.499987","36.030462 -93.500137",0.0456
"36.030242 -93.475697","36.030451 -93.47574",0.02354
"36.03073 -93.603778","36.030821 -93.603515",0.02571
"36.030762 -93.699651","36.030789 -93.699817",0.01522
"36.03102 -93.656001","36.031122 -93.656451",0.042
"36.031149 -93.728377","36.031299 -93.727508",0.07985
"36.031159 -93.723582","36.031208 -93.72378",0.01861
"36.032162 -93.475912","36.032329 -93.47604",0.02183
"36.032211 -93.511628","36.032828 -93.512481",0.10284
"36.032329 -93.568121","36.03411 -93.568319",0.19871
"36.032441 -93.660147","36.032688 -93.660238",0.02864
"36.03272 -93.661719","36.032919 -93.661778",0.02274
"36.0336 -93.51306","36.033852 -93.513098",0.02821
"36.033638 -93.528429","36.033949 -93.528097",0.04566
"36.034002 -93.691631","36.034158 -93.691728",0.0194
"36.034018 -93.603461","36.036577 -93.603869",0.28672
"36.034238 -93.527721","36.035156 -93.526369",0.15864
"36.034818 -93.703481","36.035038 -93.703567",0.02564
"36.035381 -93.75815","36.036019 -93.758268",0.07169
"36.037167 -93.742309","36.03766 -93.742342",0.05486
"36.037243 -93.730748","36.037387 -93.73048",0.02891
"36.037316 -93.70683","36.038578 -93.706727",0.14054
"36.037489 -93.513629","36.037908 -93.513607",0.0466
"36.038509 -93.450458","36.039007 -93.450817",0.06406
"36.03875 -93.796951","36.0389 -93.796881",0.01782
"36.039686 -93.54632","36.039732 -93.54669",0.03364
"36.039801 -93.79694","36.040912 -93.796918",0.12348
"36.040311 -93.450779","36.040928 -93.450538",0.0719
"36.040322 -93.515051","36.040461 -93.515077",0.01562
"36.040359 -93.541148","36.040944 -93.541256",0.06573
"36.040429 -93.704699","36.04066 -93.704661",0.0259
"36.04074 -93.51519","36.04133 -93.516021",0.09937
"36.040912 -93.796918","36.041421 -93.797047",0.05774
"36.040998 -93.742051","36.04133 -93.741901",0.03928
"36.041169 -93.48141","36.041169 -93.481271",0.01249
"36.04121 -93.48358","36.041362 -93.49053",0.62472
"36.041421 -93.588248","36.041609 -93.588189",0.02155
"36.04148 -93.704779","36.042687 -93.705139",0.13797
"36.04155 -93.499832","36.04214 -93.499209",0.08621
"36.04221 -93.489237","36.042591 -93.48774",0.14102
"36.04251 -93.586129","36.04258 -93.586419",0.02719
"36.042682 -93.49679","36.042907 -93.496811",0.02507
"36.042961 -93.705407","36.043058 -93.705278",0.01583
"36.043031 -93.58761","36.04317 -93.587492",0.01874
"36.043138 -93.705321","36.04324 -93.705369",0.01213
"36.043192 -93.63575","36.043497 -93.635401",0.04617
"36.043358 -93.496077","36.043921 -93.49539",0.08789
"36.043401 -93.58246","36.044908 -93.581408",0.1923
"36.04353 -93.705579","36.043642 -93.705691",0.01601
"36.043621 -93.633331","36.043798 -93.633009",0.03499
"36.04368 -93.693498","36.0442 -93.693112",0.06739
"36.044061 -93.764238","36.044954 -93.764093",0.10009
"36.044232 -93.473578","36.04478 -93.472017",0.15291
"36.044232 -93.482129","36.04479 -93.4817",0.07301
"36.045112 -93.518639","36.045611 -93.518607",0.05553
"36.045209 -93.579708","36.045729 -93.57893",0.0907
"36.045241 -93.714977","36.0453 -93.715218",0.02262
"36.045429 -93.470628","36.045799 -93.470327",0.04921
"36.045799 -93.470327","36.046341 -93.470177",0.06172
"36.04611 -93.679298","36.047049 -93.679309",0.10435
"36.046341 -93.737609","36.046662 -93.737862",0.0423
"36.046711 -93.533509","36.046791 -93.533821",0.02941
"36.046738 -93.510088","36.04707 -93.511027",0.09208
"36.047279 -93.679427","36.047349 -93.679577",0.01556
"36.047617 -93.680001","36.047869 -93.680317",0.03988
"36.047767 -93.541229","36.048647 -93.540859",0.10329
"36.04781 -93.591617","36.048159 -93.592561",0.09326
"36.048738 -93.66732","36.04884 -93.666837",0.04485
"36.04905 -93.75881","36.049119 -93.758327",0.04407
"36.04972 -93.619807","36.049758 -93.619887",0.00834
"36.049731 -93.516338","36.049827 -93.516617",0.02724
"36.049827 -93.55552","36.05244 -93.554688",0.29984
"36.050262 -93.768777","36.050278 -93.77",0.10989
"36.050278 -93.76566","36.052402 -93.765488",0.23654
"36.050359 -93.767001","36.050369 -93.76728",0.02509
"36.050428 -93.71914","36.05068 -93.718979",0.03152
"36.050611 -93.665587","36.050857 -93.665469",0.02932
"36.05068 -93.518489","36.05075 -93.518511",0.00803
"36.051431 -93.574558","36.051754 -93.574529",0.03599
"36.05259 -93.701748","36.054199 -93.700869",0.19546
"36.052762 -93.597062","36.052772 -93.596638",0.03811
"36.052998 -93.529009","36.053228 -93.528612",0.04388
"36.053379 -93.518747","36.05347 -93.51879",0.01083
"36.05443 -93.508447","36.054779 -93.508087",0.0505
"36.054478 -93.59115","36.054672 -93.591751",0.05814
"36.054629 -93.749932","36.056072 -93.748569",0.20176
"36.054902 -93.654831","36.055659 -93.65452",0.08864
"36.055138 -93.520501","36.056002 -93.520678",0.09732
"36.05561 -93.506382","36.056678 -93.504869",0.18045
"35.979178 -93.707756","35.979629 -93.708958",0.11914
"35.97958 -93.441617","35.979602 -93.441687",0.00675
"35.980138 -93.477639","35.98038 -93.477698",0.02741
"35.98016 -93.613938","35.980181 -93.615687",0.1573
"35.980541 -93.447657","35.980669 -93.447529",0.0183
"35.980578 -93.733001","35.981692 -93.732867",0.12438
"35.980991 -93.652659","35.981442 -93.652707",0.0503
"35.981227 -93.611868","35.982552 -93.609647",0.24813
"35.981372 -93.478251","35.981619 -93.478481",0.03437
"35.9818 -93.437183","35.981871 -93.437127",0.00936
"35.982128 -93.479238","35.98267 -93.480997",0.16925
"35.982241 -93.794708","35.982981 -93.793668",0.12453
"35.983668 -93.482902","35.984408 -93.483368",0.09229
"35.983749 -93.693922","35.984188 -93.69383",0.04948
"35.984199 -93.479527","35.984832 -93.479849",0.07607
"35.984392 -93.661698","35.984542 -93.66188",0.02336
"35.986232 -93.761717","35.986399 -93.761379",0.03561
"35.98634 -93.60646","35.986361 -93.606187",0.02466
"35.986801 -93.48972","35.98693 -93.489988",0.02804
"35.986828 -93.668887","35.987461 -93.67012",0.1313
"35.987461 -93.67012","35.987707 -93.670758",0.06355
"35.987579 -93.727267","35.987718 -93.727208",0.01633
"35.98775 -93.600109","35.988491 -93.601487",0.14877
"35.988008 -93.761047","35.988619 -93.76147",0.07782
"35.988292 -93.447352","35.988861 -93.447148",0.06584
"35.988571 -93.501012","35.990191 -93.50091",0.18026
"35.988587 -93.537817","35.989081 -93.53779",0.05495
"35.988598 -93.727428","35.989252 -93.727911",0.08466
"35.989081 -93.75616","35.98936 -93.756042",0.03277
"35.990422 -93.703229","35.990642 -93.703197",0.02462
"35.990862 -93.58077","35.99113 -93.580518",0.03742
"35.990942 -93.62957","35.990942 -93.629297",0.02455
"35.990942 -93.62957","35.99121 -93.630402",0.08052
"35.99105 -93.631668","35.991098 -93.6331",0.12886
"35.991178 -93.737599","35.991254 -93.738281",0.0619
"35.991189 -93.695901","35.991827 -93.6964",0.0839
"35.99121 -93.447759","35.991929 -93.448548",0.10685
"35.991409 -93.73968","35.991548 -93.740919",0.11247
"35.991902 -93.578259","35.991908 -93.577991",0.02411
"35.99201 -93.627317","35.99224 -93.626979",0.03971
"35.992181 -93.771529","35.992332 -93.770939",0.05564
"35.992589 -93.577728","35.99304 -93.577449",0.05604
"35.993399 -93.709951","35.993978 -93.710407",0.07629
"35.994279 -93.793652","35.9943 -93.793571",0.00765
"35.994477 -93.702837","35.994638 -93.702827",0.01791
"35.994858 -93.603848","35.995309 -93.603757",0.05078
"35.995298 -93.451547","35.995572 -93.45071",0.08118
"35.995309 -93.577101","35.99554 -93.577079",0.02575
"35.995979 -93.603757","35.99606 -93.603858",0.01279
"35.996162 -93.601128","35.996398 -93.60101",0.02829
"35.996822 -93.583431","35.996848 -93.58312",0.02811
"35.997229 -93.53955","35.997519 -93.539679",0.03425
"35.997868 -93.446348","35.998157 -93.445839",0.05591
"35.998088 -93.77317","35.99812 -93.773551",0.03444
"35.998308 -93.48163","35.998742 -93.481287",0.05724
"35.99886 -93.553192","35.998892 -93.552977",0.01965
"35.998871 -93.713057","35.999 -93.712697",0.0354
"35.999262 -93.497938","35.999348 -93.497911",0.00986
"35.999611 -93.643008","35.99967 -93.643062",0.00816
"36.000008 -93.554559","36.00018 -93.554667",0.02144
"36.000062 -93.599529","36.000239 -93.598988",0.05246
"36.000228 -93.497289","36.001322 -93.497681",0.12658
"36.0004 -93.516765","36.00063 -93.517051",0.03625
"36.000931 -93.795019","36.00099 -93.793979",0.09373
"36.001038 -93.473079","36.001317 -93.473401",0.04242
"36.00106 -93.544211","36.001338 -93.5447",0.05373
"36.00143 -93.484961","36.002621 -93.484929",0.13238
"36.001671 -93.43585","36.00195 -93.435947",0.03221
"36.001768 -93.703937","36.001912 -93.704039",0.01844
"36.00394 -93.535017","36.004171 -93.535151",0.02836
"36.00401 -93.645299","36.00554 -93.645955",0.17996
"36.004021 -93.564827","36.004031 -93.564618",0.01882
"36.00423 -93.53609","36.004275 -93.536278",0.01762
"36.004707 -93.497198","36.004782 -93.497128",0.01044
"36.005029 -93.68263","36.005641 -93.681728",0.10583
"36.00526 -93.719027","36.005759 -93.719129",0.0562
"36.005351 -93.565948","36.005571 -93.565927",0.02452
"36.005491 -93.561351","36.005651 -93.561319",0.01801
"36.005574 -93.565927","36.005812 -93.565937",0.02646
"36.006547 -93.435888","36.006912 -93.434638",0.11946
"36.006762 -93.630879","36.007913 -93.63105",0.12883
"36.00696 -93.76574","36.007851 -93.765311",0.10626
"36.007212 -93.646581","36.008446 -93.646711",0.13763
"36.007341 -93.567842","36.0074 -93.56804",0.01897
"36.007577 -93.72025","36.00869 -93.721528",0.16881
"36.007781 -93.520367","36.008039 -93.52063",0.03716
"36.008012 -93.577187","36.008167 -93.577771",0.05525
"36.00857 -93.568679","36.009321 -93.569081",0.09094
"36.0088 -93.710798","36.008972 -93.710728",0.02012
"36.008822 -93.538107","36.009251 -93.537989",0.04884
"36.009219 -93.560401","36.009278 -93.560197",0.01947
"36.009498 -93.537737","36.009632 -93.53771",0.01509
"36.009787 -93.537678","36.009809 -93.537549",0.01185
"36.011692 -93.74748","36.012008 -93.747888",0.05078
"36.011719 -93.447137","36.011922 -93.44652",0.05987
"36.011821 -93.44298","36.01189 -93.443017",0.00836
"36.013119 -93.51681","36.013462 -93.516697",0.03945
"36.01314 -93.449342","36.014031 -93.449149",0.10052
"36.013779 -93.480327","36.0141 -93.484039",0.33556
"36.014031 -93.449149","36.014481 -93.449009",0.05157
"36.014342 -93.649869","36.014578 -93.64973",0.02905
"36.014497 -93.552119","36.014562 -93.551668",0.04118
"36.015238 -93.767409","36.015372 -93.767361",0.0155
"36.015479 -93.648898","36.018024 -93.648552",0.28452
"36.01564 -93.439922","36.01726 -93.439868",0.18009
"36.016021 -93.545177","36.016252 -93.544201",0.09141
"36.016021 -93.756321","36.016241 -93.756701",0.042
"36.016262 -93.533531","36.016569 -93.534069",0.05918
"36.016332 -93.536379","36.017678 -93.535618",0.16447
"36.016461 -93.732889","36.016761 -93.732867",0.0334
"36.016649 -93.66078","36.016922 -93.65997",0.07887
"36.016718 -93.53433","36.017078 -93.534797",0.05799
"36.017652 -93.440008","36.017721 -93.44012",0.01265
"36.01778 -93.769978","36.018242 -93.770767",0.08755
"36.018102 -93.438119","36.018161 -93.437878",0.02263
"36.01858 -93.568738","36.019009 -93.568421",0.05554
"36.01881 -93.513559","36.019368 -93.51284",0.08956
"35.979752 -93.477247","35.979977 -93.477167",0.02602
"35.980482 -93.537967","35.980787 -93.53816",0.03808
"35.980959 -93.538209","35.981131 -93.538198",0.01914
"35.981082 -93.437637","35.981281 -93.437588",0.02255
"35.981597 -93.437342","35.9818 -93.437183",0.02671
"35.982719 -93.47846","35.983722 -93.479238",0.13159
"35.98296 -93.702848","35.984919 -93.702858",0.2177
"35.983051 -93.446981","35.98384 -93.447099",0.08832
"35.983529 -93.791559","35.983641 -93.790841",0.06575
"35.983942 -93.7095","35.984188 -93.709489",0.02735
"35.984601 -93.73114","35.984907 -93.730781",0.04689
"35.984639 -93.693401","35.984768 -93.693117",0.02929
"35.985031 -93.663328","35.985122 -93.664981",0.14898
"35.985867 -93.599771","35.986058 -93.602236",0.22266
"35.986361 -93.495218","35.986989 -93.493437",0.17469
"35.98693 -93.72805","35.987579 -93.727267",0.10079
"35.987557 -93.703272","35.987868 -93.703277",0.03456
"35.9876 -93.447518","35.988292 -93.447352",0.07833
"35.988308 -93.501328","35.988668 -93.502417",0.10577
"35.98848 -93.710079","35.988898 -93.709698",0.05772
"35.988571 -93.602748","35.988587 -93.601879",0.07816
"35.98878 -93.586891","35.989542 -93.58659",0.0889
"35.988872 -93.637901","35.989102 -93.63788",0.02563
"35.989912 -93.682431","35.990218 -93.682817",0.04859
"35.990041 -93.755108","35.990207 -93.755328",0.02705
"35.990738 -93.761487","35.990781 -93.761637",0.01431
"35.990819 -93.580588","35.990862 -93.58077",0.01705
"35.991071 -93.63317","35.991098 -93.6331",0.00697
"35.992208 -93.775337","35.992879 -93.775048",0.07896
"35.993008 -93.497552","35.993281 -93.497369",0.03451
"35.994102 -93.70184","35.99415 -93.702017",0.01678
"35.994349 -93.538337","35.995411 -93.53911",0.13696
"35.994719 -93.510657","35.995051 -93.510888",0.04234
"35.99554 -93.744369","35.99569 -93.743821",0.05201
"35.995808 -93.494011","35.99613 -93.49399",0.03583
"35.996312 -93.734949","35.99651 -93.735249",0.03481
"35.996451 -93.637778","35.996671 -93.637928",0.02792
"35.996602 -93.511558","35.997079 -93.511869",0.05993
"35.996628 -93.661081","35.996768 -93.660829",0.02748
"35.997079 -93.511869","35.99761 -93.512341",0.07268
"35.997578 -93.657921","35.997599 -93.65747",0.04061
"35.99776 -93.58534","35.99783 -93.585088",0.02395
"35.997841 -93.699227","35.997948 -93.698948",0.02776
"35.997911 -93.697028","35.99812 -93.696958",0.02406
"35.998222 -93.627328","35.998501 -93.627398",0.03164
"35.998742 -93.481287","35.99893 -93.480917",0.03928
"35.999252 -93.472398","36.000491 -93.472597",0.13884
"35.999384 -93.484189","35.9996 -93.48421",0.02408
"35.999681 -93.600291","36.000062 -93.599529",0.08053
"36.000282 -93.567252","36.000528 -93.56723",0.02741
"36.000668 -93.472709","36.001038 -93.473079",0.05289
"36.000909 -93.79319","36.00092 -93.792911",0.02511
"36.001108 -93.564988","36.001961 -93.565793",0.11926
"36.001955 -93.68481","36.00246 -93.684191",0.07903
"36.003951 -93.558749","36.004078 -93.558812",0.01521
"36.004101 -93.485171","36.00431 -93.48509",0.02434
"36.005061 -93.713121","36.005099 -93.71281",0.02827
"36.005308 -93.561549","36.005378 -93.56141",0.01472
"36.005411 -93.734851","36.00703 -93.732588",0.27157
"36.005818 -93.484189","36.006242 -93.483631",0.06882
"36.00607 -93.572729","36.00739 -93.571967",0.16189
"36.006209 -93.566109","36.006622 -93.566801",0.0773
"36.007009 -93.483127","36.007288 -93.483331",0.03602
"36.007781 -93.58077","36.008259 -93.580609",0.05505
"36.007851 -93.765311","36.008098 -93.765242",0.02814
"36.008098 -93.765242","36.008409 -93.765199",0.03478
"36.008468 -93.679009","36.008661 -93.679078",0.02233
"36.008607 -93.443929","36.009149 -93.443988",0.06046
"36.008757 -93.631657","36.010329 -93.63251",0.19078
"36.008838 -93.48443","36.00901 -93.484441",0.01914
"36.009589 -93.668537","36.009669 -93.667577",0.08675
"36.009868 -93.7109","36.010748 -93.711469",0.11036
"36.010061 -93.572251","36.010211 -93.572251",0.01667
"36.010211 -93.657428","36.01167 -93.657562",0.16258
"36.011037 -93.57473","36.011289 -93.575009",0.03759
"36.011255 -93.679073","36.01204 -93.679051",0.08726
"36.011488 -93.602528","36.011778 -93.60271",0.03614
"36.01167 -93.657562","36.011762 -93.657551",0.01027
"36.011922 -93.450736","36.01196 -93.45049",0.02251
"36.012518 -93.442261","36.01373 -93.441038",0.17385
"36.013569 -93.657181","36.013618 -93.656827",0.03228
"36.013671 -93.649762","36.014342 -93.649869",0.07518
"36.013762 -93.656757","36.015318 -93.656607",0.17344
"36.013768 -93.75109","36.013848 -93.751498",0.03774
"36.013848 -93.751498","36.014009 -93.752088",0.05597
"36.014712 -93.55096","36.014851 -93.550488",0.04515
"36.014851 -93.529561","36.015002 -93.529921",0.03645
"36.015211 -93.755961","36.01542 -93.756181",0.0305
"36.015479 -93.648898","36.015522 -93.648587",0.02836
"36.015897 -93.632038","36.017582 -93.632349",0.18932
"36.016021 -93.71193","36.016552 -93.711737",0.0615
"36.01726 -93.448918","36.017341 -93.448752",0.01743
"36.01733 -93.768187","36.01778 -93.769978",0.16857
"36.017619 -93.65709","36.018161 -93.656221",0.09863
"36.017791 -93.541288","36.017888 -93.541057",0.02339
"36.017979 -93.438908","36.018038 -93.438677",0.02177
"36.018301 -93.451187","36.018451 -93.451901",0.0663
"36.018349 -93.535162","36.01888 -93.534942",0.06223
"36.01851 -93.513962","36.01881 -93.513559",0.04923
"36.018542 -93.600538","36.01873 -93.601037",0.04948
"36.019068 -93.64841","36.020731 -93.648099",0.1869
"36.019427 -93.603939","36.01961 -93.60337",0.05504
"36.020162 -93.759217","36.020361 -93.75859",0.06054
"36.020168 -93.512358","36.0205 -93.512272",0.03769
"36.020232 -93.782048","36.020312 -93.781507",0.04943
"36.02086 -93.486437","36.021198 -93.486179",0.04414
"36.021632 -93.742598","36.021637 -93.742389",0.01879
"36.022029 -93.534169","36.023697 -93.534078",0.18554
"36.022979 -93.77928","36.023161 -93.780112",0.07746
"36.023601 -93.739938","36.023778 -93.739911",0.01982
"36.023697 -93.534078","36.023912 -93.534041",0.02412
"36.023789 -93.481979","36.023939 -93.482601",0.05833
"36.024588 -93.468477","36.024819 -93.468241",0.0333
"36.024899 -93.73239","36.025081 -93.732368",0.02032
"36.025269 -93.68551","36.025511 -93.685768",0.03551
"36.025452 -93.508747","36.026042 -93.508849",0.0662
"36.025902 -93.58386","36.025918 -93.584091",0.02084
"36.01902 -93.535167","36.019148 -93.535028",0.01893
"36.019449 -93.762028","36.01954 -93.7619",0.01532
"36.020382 -93.710401","36.020629 -93.710251",0.03058
"36.020581 -93.667228","36.0216 -93.667357",0.11383
"36.020752 -93.731601","36.020768 -93.732299",0.06276
"36.021332 -93.654209","36.022292 -93.653619",0.11913
"36.022898 -93.653399","36.023579 -93.652938",0.08628
"36.0233 -93.487397","36.023649 -93.487982",0.06533
"36.023939 -93.480252","36.024872 -93.478921",0.1583
"36.023971 -93.667641","36.025301 -93.668441",0.16436
"36.024218 -93.60071","36.024481 -93.600688",0.02929
"36.024411 -93.509547","36.025291 -93.508747",0.12138
"36.024432 -93.759899","36.02573 -93.759657",0.14587
"36.024781 -93.580711","36.024792 -93.580282",0.03858
"36.025151 -93.582267","36.025189 -93.582358",0.0092
"36.025511 -93.588827","36.025752 -93.586977",0.16841
"36.025612 -93.796538","36.027522 -93.799762",0.35917
"36.026428 -93.434692","36.02654 -93.434531",0.01909
"36.026948 -93.556217","36.02697 -93.556378",0.01467
"36.027039 -93.58393","36.027168 -93.583801",0.01844
"36.02874 -93.472189","36.029072 -93.472597",0.05202
"36.028788 -93.568271","36.028928 -93.568351",0.01714
"36.029282 -93.439321","36.029421 -93.440828",0.13631
"36.029292 -93.760119","36.031481 -93.758981",0.26388
"36.029561 -93.688788","36.030778 -93.687157",0.19943
"36.030102 -93.672807","36.031599 -93.672759",0.16641
"36.03014 -93.487381","36.030789 -93.489757",0.22538
"36.030339 -93.729858","36.031068 -93.72857",0.14128
